Representative miRNA,Target gene,Representative transcript,Gene name,3P-seq tags + 5,Total sites,8mer sites,7mer-m8 sites,7mer-A1 sites,6mer sites,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
hsa-let-7b-5p,CCL3,ENST00000225245.5,chemokine (C-C motif) ligand 3,5,1,0,1,0,0,-0.44,-0.44,0.68,2011
hsa-let-7b-5p,CCL3L3,ENST00000378354.4,chemokine (C-C motif) ligand 3-like 3,5,1,0,1,0,0,-0.44,-0.44,0.69,0
hsa-let-7d-5p,GPR26,ENST00000284674.1,G protein-coupled receptor 26,5,1,1,0,0,2,-0.44,-0.44,0.96,"2009, 2011
"
hsa-let-7d-5p,GRIN2B,ENST00000609686.1,"glutamate receptor, ionotropic, N-methyl D-aspartate 2B",5,3,0,0,3,3,-0.43,-0.43,> 0.99,0
hsa-let-7d-5p,NDST2,ENST00000309979.6,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2,175,1,1,0,0,0,-0.43,-0.43,0.92,2011
hsa-let-7d-5p,ADAMTS15,ENST00000299164.2,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",18,2,2,0,0,0,-0.43,-0.43,> 0.99,2011
hsa-let-7d-5p,GLRX,ENST00000379979.4,glutaredoxin (thioltransferase),79,1,0,1,0,0,-0.43,-0.43,0.77,"2009, 2011
"
hsa-let-7d-5p,RRM2,ENST00000360566.2,ribonucleotide reductase M2,3907,2,1,0,1,0,-0.43,-0.55,0.96,"2007, 2009, 2011
"
hsa-let-7d-5p,CDC42SE1,ENST00000439374.2,CDC42 small effector 1,231,2,0,1,1,1,-0.43,-0.54,0.56,"2009, 2011
"
hsa-let-7d-5p,ICMT,ENST00000343813.5,isoprenylcysteine carboxyl methyltransferase,558,1,1,0,0,0,-0.43,-0.43,0.96,"2009, 2011
"
hsa-let-7d-5p,RBMS1,ENST00000348849.3,"RNA binding motif, single stranded interacting protein 1",90,1,1,0,0,0,-0.43,-0.43,0.95,2011
hsa-let-7d-5p,HOXA9,ENST00000396345.1,homeobox A9,151,2,0,0,2,0,-0.43,-0.65,0.83,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,ZNF689,ENST00000287461.3,zinc finger protein 689,526,1,1,0,0,1,-0.43,-0.43,0.93,"2009, 2011
"
hsa-let-7b-5p,ICOS,ENST00000435193.1,inducible T-cell co-stimulator,5,1,0,1,0,0,-0.43,-0.43,0.73,2011
hsa-let-7d-5p,UTRN,ENST00000367545.3,utrophin,87,1,1,0,0,1,-0.43,-0.44,0.95,"2007, 2009, 2011
"
hsa-let-7d-5p,FAM118A,ENST00000216214.3,"family with sequence similarity 118, member A",202,1,1,0,0,0,-0.42,-0.42,0.96,"2007, 2009, 2011
"
hsa-let-7d-5p,CYP19A1,ENST00000396402.1,"cytochrome P450, family 19, subfamily A, polypeptide 1",5,1,1,0,0,1,-0.42,-0.42,0.87,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,PALD1,ENST00000263563.6,"phosphatase domain containing, paladin 1",108,1,1,0,0,0,-0.42,-0.42,0.96,"2009, 2011
"
hsa-let-7d-5p,YPEL2,ENST00000312655.4,yippee-like 2 (Drosophila),62,2,0,0,2,0,-0.42,-0.42,0.97,"2009, 2011
"
hsa-let-7d-5p,C2orf88,ENST00000340623.4,chromosome 2 open reading frame 88,156,1,0,1,0,0,-0.42,-0.44,0.75,"2009, 2011
"
hsa-let-7d-5p,ZNF280B,ENST00000360412.2,zinc finger protein 280B,7,2,1,1,0,2,-0.42,-0.57,0.94,2011
hsa-let-7d-5p,TMC7,ENST00000421369.3,transmembrane channel-like 7,54,1,0,0,1,1,-0.42,-0.45,0.92,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,RDX,ENST00000343115.4,radixin,44,2,1,0,1,1,-0.42,-0.53,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,PRKAR2A,ENST00000265563.8,"protein kinase, cAMP-dependent, regulatory, type II, alpha",583,1,1,0,0,0,-0.42,-0.44,0.96,0
hsa-let-7b-5p,NSMCE2,ENST00000287437.3,"non-SMC element 2, MMS21 homolog (S. cerevisiae)",364,1,0,1,0,0,-0.41,-0.41,0.84,2007
hsa-let-7b-5p,C15orf41,ENST00000567389.1,chromosome 15 open reading frame 41,48,1,0,1,0,0,-0.41,-0.41,0.72,2007
hsa-let-7d-5p,POTEG,ENST00000409832.3,"POTE ankyrin domain family, member G",5,2,1,0,1,0,-0.41,-0.41,0.95,0
hsa-let-7d-5p,SKIDA1,ENST00000449193.2,SKI/DACH domain containing 1,18,1,0,0,1,0,-0.41,-0.41,0.85,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,DNAJC1,ENST00000376980.3,"DnaJ (Hsp40) homolog, subfamily C, member 1",5,1,0,0,1,0,-0.41,-0.41,0.86,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SOCS4,ENST00000395472.2,suppressor of cytokine signaling 4,336,3,2,0,1,0,-0.41,-0.67,0.91,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,ARG2,ENST00000261783.3,arginase 2,6,1,1,0,0,0,-0.41,-0.48,< 0.1,0
hsa-let-7d-5p,TMEM110,ENST00000355083.5,transmembrane protein 110,306,1,0,1,0,0,-0.41,-0.41,0.94,"2007, 2009, 2011
"
hsa-let-7d-5p,AGO4,ENST00000373210.3,argonaute RISC catalytic component 4,96,2,0,0,2,0,-0.4,-0.49,0.97,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,NYNRIN,ENST00000382554.3,NYN domain and retroviral integrase containing,1928,3,1,2,0,0,-0.4,-0.4,0.97,"2007, 2009, 2011
"
hsa-let-7d-5p,IGF2BP3,ENST00000258729.3,insulin-like growth factor 2 mRNA binding protein 3,30,1,1,0,0,0,-0.4,-0.4,0.95,"2007, 2009, 2011
"
hsa-let-7d-5p,CYB561D1,ENST00000496961.1,"cytochrome b561 family, member D1",105,1,1,0,0,0,-0.4,-0.43,0.94,2011
hsa-let-7d-5p,TMEM41A,ENST00000296254.3,transmembrane protein 41A,382,1,0,1,0,0,-0.4,-0.41,0.97,2011
hsa-let-7d-5p,CHRNA7,ENST00000306901.3,"cholinergic receptor, nicotinic, alpha 7 (neuronal)",5,1,1,0,0,0,-0.4,-0.4,0.93,0
hsa-let-7d-5p,EIF4G2,ENST00000526148.1,"eukaryotic translation initiation factor 4 gamma, 2",61971,1,0,1,0,0,-0.4,-0.4,0.88,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,MFSD4,ENST00000367147.4,major facilitator superfamily domain containing 4,5,1,1,0,0,0,-0.4,-0.4,0.86,2011
hsa-let-7d-5p,PDPR,ENST00000568530.1,pyruvate dehydrogenase phosphatase regulatory subunit,69,1,1,0,0,3,-0.4,-0.4,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,TRABD,ENST00000303434.4,TraB domain containing,2527,1,1,0,0,0,-0.4,-0.41,0.85,"2007, 2009, 2011
"
hsa-let-7d-5p,BSND,ENST00000371265.4,"Bartter syndrome, infantile, with sensorineural deafness (Barttin)",5,2,1,0,1,1,-0.4,-0.49,0.52,0
hsa-let-7b-5p,TRANK1,ENST00000428977.2,tetratricopeptide repeat and ankyrin repeat containing 1,140,1,1,0,0,0,-0.4,-0.4,0.95,"2009, 2011
"
hsa-let-7d-5p,CALM1,ENST00000356978.4,"calmodulin 1 (phosphorylase kinase, delta)",4046,1,0,0,1,1,-0.39,-0.4,0.91,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SLC16A10,ENST00000368850.3,"solute carrier family 16 (aromatic amino acid transporter), member 10",233,3,1,1,1,1,-0.39,-0.83,> 0.99,"2009, 2011
"
hsa-let-7d-5p,ADRB1,ENST00000369295.2,adrenoceptor beta 1,12,1,1,0,0,0,-0.39,-0.39,0.94,"2007, 2009, 2011
"
hsa-let-7d-5p,KLHL31,ENST00000370905.3,kelch-like family member 31,16,1,0,1,0,1,-0.39,-0.4,0.91,"2009, 2011
"
hsa-let-7d-5p,AHCTF1,ENST00000366508.1,AT hook containing transcription factor 1,5,1,1,0,0,0,-0.39,-0.39,0.88,"2007, 2009, 2011
"
hsa-let-7d-5p,ANKRD46,ENST00000335659.3,ankyrin repeat domain 46,33,1,0,1,0,0,-0.39,-0.39,0.85,"2009, 2011
"
hsa-let-7d-5p,ZNF879,ENST00000444149.2,zinc finger protein 879,11,1,1,0,0,0,-0.39,-0.39,< 0.1,2011
hsa-let-7d-5p,NRK,ENST00000243300.9,Nik related kinase,5,2,0,0,2,0,-0.39,-0.39,0.91,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SLC16A9,ENST00000395348.3,"solute carrier family 16, member 9",7,2,0,0,2,1,-0.39,-0.39,0.81,"2009, 2011
"
hsa-let-7d-5p,ZFYVE26,ENST00000347230.4,"zinc finger, FYVE domain containing 26",104,1,1,0,0,0,-0.39,-0.52,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,EFHD2,ENST00000375980.4,"EF-hand domain family, member D2",1411,1,1,0,0,0,-0.39,-0.39,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,ZNF200,ENST00000396868.3,zinc finger protein 200,269,2,1,0,1,0,-0.39,-0.64,0.98,"2009, 2011
"
hsa-let-7d-5p,ZNF583,ENST00000333201.9,zinc finger protein 583,24,1,1,0,0,0,-0.39,-0.47,0.96,"2007, 2009, 2011
"
hsa-let-7d-5p,ERGIC1,ENST00000393784.3,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,4614,1,0,1,0,0,-0.39,-0.39,0.99,2011
hsa-let-7d-5p,BCAT1,ENST00000261192.7,"branched chain amino-acid transaminase 1, cytosolic",1346,1,1,0,0,1,-0.38,-0.42,0.96,"2009, 2011
"
hsa-let-7d-5p,IGLON5,ENST00000270642.8,IgLON family member 5,5,1,0,0,1,1,-0.38,-0.38,0.94,"2009, 2011
"
hsa-let-7d-5p,C15orf39,ENST00000567617.1,chromosome 15 open reading frame 39,1023,1,1,0,0,0,-0.38,-0.38,0.93,"2009, 2011
"
hsa-let-7d-5p,KIAA1958,ENST00000337530.6,KIAA1958,117,3,0,1,2,0,-0.38,-0.46,0.99,0
hsa-let-7d-5p,GCNT4,ENST00000322348.4,"glucosaminyl (N-acetyl) transferase 4, core 2",19,1,1,0,0,0,-0.38,-0.38,0.96,"2007, 2009, 2011
"
hsa-let-7d-5p,ONECUT1,ENST00000560699.2,one cut homeobox 1,10,3,1,0,2,0,-0.38,-0.96,> 0.99,0
hsa-let-7d-5p,ONECUT3,ENST00000382349.4,one cut homeobox 3,5,2,1,0,1,0,-0.38,-0.38,> 0.99,0
hsa-let-7d-5p,VSNL1,ENST00000406397.1,visinin-like 1,89,1,0,0,1,0,-0.38,-0.38,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SNAP23,ENST00000249647.3,"synaptosomal-associated protein, 23kDa",99,2,0,0,2,0,-0.38,-0.38,0.85,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,LBR,ENST00000272163.4,lamin B receptor,1217,1,1,0,0,0,-0.38,-0.4,0.96,"2009, 2011
"
hsa-let-7d-5p,GYG2,ENST00000381163.3,glycogenin 2,67,1,1,0,0,0,-0.38,-0.4,0.88,"2009, 2011
"
hsa-let-7d-5p,ANKRD52,ENST00000267116.7,ankyrin repeat domain 52,2913,4,0,2,2,0,-0.38,-0.38,0.93,"2009, 2011
"
hsa-let-7d-5p,CBX2,ENST00000310942.4,chromobox homolog 2,1816,2,0,1,1,0,-0.38,-0.38,0.97,"2007, 2009, 2011
"
hsa-let-7d-5p,NAA30,ENST00000556492.1,"N(alpha)-acetyltransferase 30, NatC catalytic subunit",418,4,0,2,2,1,-0.38,-0.77,0.94,"2007, 2009, 2011
"
hsa-let-7d-5p,GPR61,ENST00000527748.1,G protein-coupled receptor 61,5,1,1,0,0,0,-0.38,-0.38,0.92,0
hsa-let-7d-5p,ATP8B4,ENST00000284509.6,"ATPase, class I, type 8B, member 4",5,1,1,0,0,1,-0.38,-0.38,0.92,"2009, 2011
"
hsa-let-7d-5p,DUSP1,ENST00000239223.3,dual specificity phosphatase 1,37211,1,0,0,1,0,-0.37,-0.38,0.96,0
hsa-let-7b-5p,CANT1,ENST00000392446.5,calcium activated nucleotidase 1,538,1,1,0,0,0,-0.37,-0.41,0.63,"2009, 2011
"
hsa-let-7d-5p,CTDSPL2,ENST00000260327.4,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2",457,2,1,0,1,1,-0.37,-0.6,> 0.99,2007
hsa-let-7d-5p,RTCA,ENST00000370128.4,RNA 3'-terminal phosphate cyclase,1093,1,0,0,1,0,-0.37,-0.37,0.87,2011
hsa-let-7b-5p,DCAF15,ENST00000254337.6,DDB1 and CUL4 associated factor 15,304,1,0,1,0,0,-0.37,-0.37,0.98,"2007, 2009, 2011
"
hsa-let-7d-5p,GRID2IP,ENST00000452113.1,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein",5,1,1,0,0,0,-0.37,-0.37,0.96,2011
hsa-let-7d-5p,ACSL6,ENST00000379264.2,acyl-CoA synthetase long-chain family member 6,7,1,1,0,0,0,-0.37,-0.37,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,GDPD1,ENST00000284116.4,glycerophosphodiester phosphodiesterase domain containing 1,138,1,0,0,1,0,-0.37,-0.37,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7b-5p,VANGL2,ENST00000368061.2,VANGL planar cell polarity protein 2,560,2,0,1,1,0,-0.37,-0.37,0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,DLST,ENST00000334220.4,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),64,1,0,1,0,0,-0.37,-0.37,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,TECPR2,ENST00000359520.7,tectonin beta-propeller repeat containing 2,109,2,0,0,2,1,-0.37,-0.37,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SLC12A9,ENST00000354161.3,"solute carrier family 12, member 9",228,1,1,0,0,0,-0.37,-0.37,0.95,"2009, 2011
"
hsa-let-7d-5p,GAS7,ENST00000437099.2,growth arrest-specific 7,186,2,1,1,0,2,-0.37,-0.49,0.97,"2005, 2007, 2009, 2011
"
hsa-let-7b-5p,TSC1,ENST00000298552.3,tuberous sclerosis 1,838,1,0,1,0,1,-0.37,-0.39,0.9,2011
hsa-let-7d-5p,BCAP29,ENST00000005259.4,B-cell receptor-associated protein 29,326,2,0,1,1,0,-0.37,-0.41,0.95,"2007, 2009, 2011
"
hsa-let-7d-5p,MIEF1,ENST00000325301.2,mitochondrial elongation factor 1,2319,2,0,1,1,0,-0.36,-0.48,0.97,"2007, 2009, 2011
"
hsa-let-7d-5p,PEG10,ENST00000482108.1,paternally expressed 10,8778,2,0,0,2,1,-0.36,-0.36,0.87,"2009, 2011
"
hsa-let-7d-5p,ZNF774,ENST00000354377.3,zinc finger protein 774,27,1,1,0,0,0,-0.36,-0.36,< 0.1,0
hsa-let-7d-5p,HOXD1,ENST00000331462.4,homeobox D1,35,1,0,1,0,0,-0.36,-0.36,0.83,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SYNCRIP,ENST00000355238.6,"synaptotagmin binding, cytoplasmic RNA interacting protein",4864,1,1,0,0,0,-0.36,-0.37,0.95,2011
hsa-let-7d-5p,NID2,ENST00000216286.5,nidogen 2 (osteonidogen),4292,1,0,0,1,1,-0.36,-0.36,0.75,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,GREB1L,ENST00000580732.2,growth regulation by estrogen in breast cancer-like,30,1,1,0,0,0,-0.36,-0.36,0.93,0
hsa-let-7d-5p,TPP1,ENST00000299427.6,tripeptidyl peptidase I,713,2,0,1,1,0,-0.36,-0.41,0.4,"2009, 2011
"
hsa-let-7d-5p,MAP3K1,ENST00000399503.3,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",137,1,1,0,0,0,-0.36,-0.36,0.95,"2009, 2011
"
hsa-let-7d-5p,CECR6,ENST00000399875.1,"cat eye syndrome chromosome region, candidate 6",5,1,0,1,0,1,-0.36,-0.36,> 0.99,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,CHD7,ENST00000423902.2,chromodomain helicase DNA binding protein 7,925,2,1,0,1,0,-0.36,-0.63,0.96,2011
hsa-let-7d-5p,GPCPD1,ENST00000379019.4,glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae),155,2,1,0,1,0,-0.36,-0.57,> 0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,OSMR,ENST00000274276.3,oncostatin M receptor,2781,1,1,0,0,0,-0.36,-0.36,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,NPEPL1,ENST00000356091.6,aminopeptidase-like 1,134,1,0,0,1,0,-0.36,-0.36,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,CEBPD,ENST00000408965.3,"CCAAT/enhancer binding protein (C/EBP), delta",61,1,0,0,1,0,-0.36,-0.36,0.95,"2009, 2011
"
hsa-let-7d-5p,MMP11,ENST00000215743.3,matrix metallopeptidase 11 (stromelysin 3),1719,1,0,0,1,0,-0.36,-0.36,0.93,"2007, 2009, 2011
"
hsa-let-7d-5p,CERCAM,ENST00000372842.1,cerebral endothelial cell adhesion molecule,184,1,0,1,0,0,-0.36,-0.36,> 0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,DCUN1D2,ENST00000332592.3,"DCN1, defective in cullin neddylation 1, domain containing 2",17,1,1,0,0,0,-0.36,-0.4,0.79,"2007, 2009, 2011
"
hsa-let-7d-5p,PCGF3,ENST00000362003.5,polycomb group ring finger 3,503,1,1,0,0,0,-0.35,-0.52,0.96,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,CDCA8,ENST00000373055.1,cell division cycle associated 8,1689,1,0,1,0,0,-0.35,-0.35,0.94,"2009, 2011
"
hsa-let-7d-5p,MED6,ENST00000440435.2,mediator complex subunit 6,776,1,0,0,1,0,-0.35,-0.35,0.93,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,SEMA4C,ENST00000305476.5,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",31,1,1,0,0,0,-0.35,-0.35,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7b-5p,TSPAN18,ENST00000340160.3,tetraspanin 18,332,2,0,2,0,2,-0.35,-0.35,0.98,2011
hsa-let-7d-5p,XK,ENST00000378616.3,X-linked Kx blood group (McLeod syndrome),39,1,1,0,0,0,-0.35,-0.35,0.95,"2009, 2011
"
hsa-let-7d-5p,SCN11A,ENST00000302328.3,"sodium channel, voltage-gated, type XI, alpha subunit",5,1,1,0,0,0,-0.35,-0.35,0.55,"2007, 2009, 2011
"
hsa-let-7d-5p,PXDN,ENST00000252804.4,peroxidasin homolog (Drosophila),872,2,0,0,2,1,-0.35,-0.54,> 0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,IDH2,ENST00000330062.3,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",296,1,0,0,1,0,-0.35,-0.36,0.95,"2005, 2007, 2011
"
hsa-let-7d-5p,ZCCHC3,ENST00000382352.3,"zinc finger, CCHC domain containing 3",1328,1,0,1,0,0,-0.35,-0.35,0.83,2011
hsa-let-7b-5p,IKBKE,ENST00000367120.3,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon",334,1,0,1,0,0,-0.35,-0.35,0.89,2011
hsa-let-7d-5p,LMX1A,ENST00000342310.3,"LIM homeobox transcription factor 1, alpha",5,1,1,0,0,0,-0.35,-0.35,0.77,"2007, 2009, 2011
"
hsa-let-7d-5p,CDV3,ENST00000420115.2,CDV3 homolog (mouse),523,1,1,0,0,0,-0.35,-0.46,0.95,"2007, 2009, 2011
"
hsa-let-7d-5p,SLC25A4,ENST00000281456.6,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",1169,1,0,0,1,5,-0.34,-0.4,0.94,"2005, 2007, 2011
"
hsa-let-7d-5p,LIPH,ENST00000296252.4,"lipase, member H",18,1,1,0,0,0,-0.34,-0.34,0.95,"2009, 2011
"
hsa-let-7d-5p,ABL2,ENST00000502732.1,"c-abl oncogene 2, non-receptor tyrosine kinase",892,2,1,0,1,1,-0.34,-0.36,> 0.99,"2009, 2011
"
hsa-let-7d-5p,SENP2,ENST00000296257.5,SUMO1/sentrin/SMT3 specific peptidase 2,1693,2,1,0,1,0,-0.34,-0.65,0.99,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,ATP2A2,ENST00000395494.2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",2042,1,1,0,0,0,-0.34,-0.34,0.94,"2005, 2007, 2011
"
hsa-let-7d-5p,DMP1,ENST00000339673.6,dentin matrix acidic phosphoprotein 1,5,1,0,0,1,0,-0.34,-0.34,0.94,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,CAPN3,ENST00000356316.3,"calpain 3, (p94)",34,1,0,0,1,0,-0.34,-0.34,0.84,"2009, 2011
"
hsa-let-7d-5p,MYCBP,ENST00000397572.2,MYC binding protein,85,2,1,1,0,0,-0.34,-0.64,0.96,"2009, 2011
"
hsa-let-7d-5p,ASAP1,ENST00000357668.1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",185,1,0,0,1,0,-0.34,-0.34,0.73,"2005, 2007
"
hsa-let-7d-5p,ETV3,ENST00000368192.4,ets variant 3,37,1,0,0,1,1,-0.34,-0.34,0.94,0
hsa-let-7d-5p,KPNA4,ENST00000334256.4,karyopherin alpha 4 (importin alpha 3),111,3,0,1,2,1,-0.34,-0.44,0.94,"2005, 2007, 2011
"
hsa-let-7d-5p,NHLRC2,ENST00000369301.3,NHL repeat containing 2,368,2,0,1,1,0,-0.34,-0.37,0.84,2011
hsa-let-7d-5p,RP11-480I12.4,ENST00000330493.5,"Putative inactive alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein LOC641515",5,1,0,1,0,0,-0.34,-0.34,0.38,0
hsa-let-7d-5p,PLEKHO1,ENST00000369124.4,"pleckstrin homology domain containing, family O member 1",144,2,0,1,1,0,-0.34,-0.61,> 0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,RCN1,ENST00000054950.3,"reticulocalbin 1, EF-hand calcium binding domain",213,1,0,0,1,0,-0.34,-0.34,0.75,"2009, 2011
"
hsa-let-7b-5p,SWT1,ENST00000367500.4,SWT1 RNA endoribonuclease homolog (S. cerevisiae),104,1,0,1,0,0,-0.34,-0.34,0.56,"2007, 2009, 2011
"
hsa-let-7d-5p,TRHDE,ENST00000261180.4,thyrotropin-releasing hormone degrading enzyme,34,2,0,0,2,0,-0.34,-0.62,> 0.99,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,PLEKHA8,ENST00000449726.1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8",661,2,1,0,1,0,-0.34,-0.36,0.96,2011
hsa-let-7b-5p,IRS2,ENST00000375856.3,insulin receptor substrate 2,231,1,1,0,0,0,-0.34,-0.34,0.89,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,GOLGA7,ENST00000405786.2,golgin A7,34,1,0,1,0,0,-0.34,-0.34,0.68,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,OSTF1,ENST00000346234.6,osteoclast stimulating factor 1,107,1,0,0,1,0,-0.33,-0.35,0.93,0
hsa-let-7b-5p,PALM3,ENST00000340790.4,paralemmin 3,5,1,0,1,0,0,-0.33,-0.33,0.76,2011
hsa-let-7d-5p,EGLN2,ENST00000593726.1,egl-9 family hypoxia-inducible factor 2,19,1,0,0,1,0,-0.33,-0.33,0.74,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,STK40,ENST00000359297.2,serine/threonine kinase 40,214,1,0,1,0,1,-0.33,-0.37,> 0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,XKR4,ENST00000327381.6,"XK, Kell blood group complex subunit-related family, member 4",5,2,2,0,0,2,-0.33,-0.33,> 0.99,0
hsa-let-7d-5p,FAM43A,ENST00000329759.4,"family with sequence similarity 43, member A",287,2,0,1,1,0,-0.33,-0.33,0.74,"2009, 2011
"
hsa-let-7d-5p,WASL,ENST00000223023.4,Wiskott-Aldrich syndrome-like,230,1,0,0,1,0,-0.33,-0.33,0.89,"2009, 2011
"
hsa-let-7d-5p,STARD9,ENST00000290607.7,StAR-related lipid transfer (START) domain containing 9,80,4,0,2,2,0,-0.33,-0.53,0.74,2011
hsa-let-7b-5p,RUFY3,ENST00000381006.3,RUN and FYVE domain containing 3,162,1,0,1,0,0,-0.33,-0.38,0.62,"2007, 2009, 2011
"
hsa-let-7d-5p,USP21,ENST00000289865.8,ubiquitin specific peptidase 21,5,1,0,0,1,0,-0.33,-0.33,0.9,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,ARL6IP6,ENST00000326446.5,ADP-ribosylation-like factor 6 interacting protein 6,1454,2,0,0,2,0,-0.33,-0.51,0.89,2011
hsa-let-7d-5p,STARD3NL,ENST00000009041.7,STARD3 N-terminal like,1911,1,0,0,1,2,-0.33,-0.35,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,E2F2,ENST00000361729.2,E2F transcription factor 2,96,2,0,2,0,2,-0.33,-0.33,0.99,"2009, 2011
"
hsa-let-7d-5p,CCNY,ENST00000374706.1,cyclin Y,672,1,0,1,0,1,-0.33,-0.4,> 0.99,2011
hsa-let-7d-5p,KDM3A,ENST00000409556.1,lysine (K)-specific demethylase 3A,2300,1,0,0,1,0,-0.33,-0.33,0.96,"2005, 2007
"
hsa-let-7b-5p,C19orf47,ENST00000582783.1,chromosome 19 open reading frame 47,94,1,0,1,0,1,-0.32,-0.32,0.53,2007
hsa-let-7d-5p,IKZF2,ENST00000457361.1,IKAROS family zinc finger 2 (Helios),32,2,0,0,2,1,-0.32,-0.36,0.79,"2007, 2009, 2011
"
hsa-let-7d-5p,HOXC11,ENST00000546378.1,homeobox C11,80,1,0,1,0,1,-0.32,-0.32,0.89,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,VGLL3,ENST00000398399.2,vestigial like 3 (Drosophila),187,1,0,0,1,0,-0.32,-0.32,0.95,"2009, 2011
"
hsa-let-7d-5p,VAV3,ENST00000370056.4,vav 3 guanine nucleotide exchange factor,1128,1,0,0,1,0,-0.32,-0.32,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,CBL,ENST00000264033.4,"Cbl proto-oncogene, E3 ubiquitin protein ligase",309,2,1,1,0,2,-0.32,-0.32,0.95,2011
hsa-let-7d-5p,CLCN5,ENST00000376088.3,"chloride channel, voltage-sensitive 5",154,6,1,1,4,2,-0.32,-0.87,> 0.99,"2007, 2009, 2011
"
hsa-let-7d-5p,MESDC1,ENST00000267984.2,mesoderm development candidate 1,84,1,0,0,1,0,-0.32,-0.32,0.95,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,STARD13,ENST00000336934.5,StAR-related lipid transfer (START) domain containing 13,314,2,0,0,2,1,-0.32,-0.6,> 0.99,"2005, 2007, 2009, 2011
"
hsa-let-7d-5p,B3GNT7,ENST00000287590.5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",5,2,2,0,0,0,-0.32,-0.32,0.96,2011
hsa-let-7d-5p,NEFM,ENST00000433454.2,"neurofilament, medium polypeptide",5,1,0,0,1,0,-0.32,-0.32,0.89,"2007, 2009, 2011
"
hsa-let-7d-5p,WNT9B,ENST00000290015.2,"wingless-type MMTV integration site family, member 9B",28,1,1,0,0,1,-0.32,-0.4,0.96,0
